generation,best_fitness,best_progress,best_dense_progress,best_ranking_progress,best_time,best_finished,best_crashes,best_distance,best_steps,best_reward,best_ranking_key,current_mutation_prob,current_mutation_sigma,cached_evaluations,evaluated_count,rollout_count,mirror_rollout_count,mirror_individual_count,population_size,finish_count,crash_count,timeout_count,terminated_count,truncated_count,virtual_time_sum,cumulative_virtual_time,virtual_steps_sum,cumulative_virtual_steps,generation_wall_seconds,cumulative_wall_seconds,mean_progress,mean_dense_progress,mean_ranking_progress,mean_reward,mean_time,mean_physics_tick_count,mean_physics_hz,mean_physics_delay_norm,progress_min,progress_p10,progress_p25,progress_median,progress_mean,progress_std,progress_p75,progress_p90,progress_max,dense_progress_min,dense_progress_p10,dense_progress_p25,dense_progress_median,dense_progress_mean,dense_progress_std,dense_progress_p75,dense_progress_p90,dense_progress_max,ranking_progress_min,ranking_progress_p10,ranking_progress_p25,ranking_progress_median,ranking_progress_mean,ranking_progress_std,ranking_progress_p75,ranking_progress_p90,ranking_progress_max,time_min,time_p10,time_p25,time_median,time_mean,time_std,time_p75,time_p90,time_max,distance_min,distance_p10,distance_p25,distance_median,distance_mean,distance_std,distance_p75,distance_p90,distance_max,reward_min,reward_p10,reward_p25,reward_median,reward_mean,reward_std,reward_p75,reward_p90,reward_max,fitness_min,fitness_p10,fitness_p25,fitness_median,fitness_mean,fitness_std,fitness_p75,fitness_p90,fitness_max,steps_min,steps_p10,steps_p25,steps_median,steps_mean,steps_std,steps_p75,steps_p90,steps_max,physics_tick_min,physics_tick_p10,physics_tick_p25,physics_tick_median,physics_tick_mean,physics_tick_std,physics_tick_p75,physics_tick_p90,physics_tick_max,physics_hz_min,physics_hz_p10,physics_hz_p25,physics_hz_median,physics_hz_mean,physics_hz_std,physics_hz_p75,physics_hz_p90,physics_hz_max,physics_delay_norm_min,physics_delay_norm_p10,physics_delay_norm_p25,physics_delay_norm_median,physics_delay_norm_mean,physics_delay_norm_std,physics_delay_norm_p75,physics_delay_norm_p90,physics_delay_norm_max,front0_size,best_rank,best_crowding,best_priority_score,best_scalar_fitness,best_obj_finish,best_obj_progress,best_obj_speed_for_progress,best_obj_safe_progress,best_obj_path_efficiency,mean_obj_finish,mean_obj_progress,mean_obj_speed_for_progress,mean_obj_safe_progress,mean_obj_path_efficiency
228,1.103852447064489,100.0,100.0,100.0,21.7400000000006,1,0,1154.5644849166274,2174,1099.7814454355153,"[1.0, 1.0, 0.27533333333331333, 1.0, 0.9911373115598391]",0.2,0.2,0,48,48,0,0,48,13,32,3,45,3,742.0500000000185,75604.15000000031,74205,7560415,45.436350299976766,3485.872796599986,54.642857142857146,56.0087377934557,56.0087377934557,326.68018349581587,15.459375000000385,1.0,100.0,0.0,2.857142857142857,8.571428571428571,8.571428571428571,65.71428571428571,54.642857142857146,39.19958090154974,100.0,100.0,100.0,5.362450735909598,10.402952194213867,11.238435336521693,67.19850367525535,56.0087377934557,38.58708642940283,100.0,100.0,100.0,5.362450735909598,10.402952194213867,11.238435336521693,67.19850367525535,56.0087377934557,38.58708642940283,100.0,100.0,100.0,2.7499999999999853,4.91799999999994,6.077499999999915,17.18499999999989,15.459375000000385,8.886555952263967,23.53250000000088,25.5550000000012,30.00000000000189,47.00270200520754,92.72478887364268,106.25009276904166,731.6867625191808,627.2143064929936,459.70449652602025,1140.8166422769427,1164.1296013198794,1200.398923613131,5.324503733207592,10.340349715248196,11.176333223696512,67.01592589557984,326.68018349581587,471.9624517595181,1099.7116561848147,1099.7604403155067,1099.7814454355153,5324503.733207593,10340349.715248197,11176333.223696511,67015925.895579845,326680183.49581593,471962451.7595181,1099711656.1848147,1099760440.3155067,1099781445.4355152,275.0,491.8,607.75,1718.5,1545.9375,888.6555952263416,2353.25,2555.5000000000005,3000.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,4.5612397119543795,1.103852447064489,1099781445.4355152,1.0,1.0,0.27533333333331333,1.0,0.9911373115598391,0.2708333333333333,0.5600873779345571,0.16113389637187112,0.3296603884025984,0.5563709216581866
229,1.103852447064489,100.0,100.0,100.0,21.7400000000006,1,0,1154.5644849166274,2174,1099.7814454355153,"[1.0, 1.0, 0.27533333333331333, 1.0, 0.9911373115598391]",0.2,0.2,0,48,48,0,0,48,12,34,2,46,2,826.7700000000189,76430.92000000033,82677,7643092,43.32523850002326,3529.3880637999973,62.38095238095239,63.70115228058097,63.70115228058097,313.5211156863347,17.224375000000393,1.0,100.0,0.0,2.857142857142857,13.428571428571429,22.142857142857142,77.14285714285715,62.38095238095239,33.18846068895776,95.71428571428571,100.0,100.0,5.406913757324219,14.43198721749442,24.699457760607483,77.76827130998883,63.70115228058097,32.76835946718673,97.85714285714286,100.0,100.0,5.406913757324219,14.43198721749442,24.699457760607483,77.76827130998883,63.70115228058097,32.76835946718673,97.85714285714286,100.0,100.0,2.399999999999993,5.292999999999932,11.994999999999788,18.380000000000074,17.224375000000393,8.018282730280648,23.53250000000088,27.68700000000153,30.00000000000189,47.88349975645542,127.47481338009239,213.4796559009701,883.8463813140988,709.5109128842984,396.51710535925565,1129.2998478394002,1158.6408926583827,1181.0843764469028,5.372865873824463,14.371929742681038,24.61349428095158,77.55031100359318,313.5211156863347,454.62136286730026,347.557407095011,1099.7520768461097,1099.7814454355153,5372865.873824462,14371929.74268104,24613494.280951582,77550311.00359319,313521115.6863348,454621362.8673002,347557407.095011,1099752076.8461096,1099781445.4355152,240.0,529.3,1199.5,1838.0,1722.4375,801.8282730280115,2353.25,2768.7000000000003,3000.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,0,0.7458707238361251,1.103852447064489,1099781445.4355152,1.0,1.0,0.27533333333331333,1.0,0.9911373115598391,0.25,0.6370115228058096,0.18976835204558973,0.2883703561056228,0.6336605213344931
230,1.103852447064489,100.0,100.0,100.0,21.7400000000006,1,0,1154.5644849166274,2174,1099.7814454355153,"[1.0, 1.0, 0.27533333333331333, 1.0, 0.9911373115598391]",0.2,0.2,0,48,48,0,0,48,14,32,2,46,2,736.8200000000184,77167.74000000035,73682,7716774,45.77985399996396,3575.3816853999742,54.107142857142854,55.32790094361306,55.32790094361306,346.83378480031405,15.35041666666705,1.0,100.0,0.0,0.0,8.571428571428571,13.571428571428571,65.71428571428571,54.107142857142854,38.25001111555572,100.0,100.0,100.0,2.551443917410714,10.563561575753349,13.88568605695452,66.34401832586414,55.32790094361306,37.60821169365861,100.0,100.0,100.0,2.551443917410714,10.563561575753349,13.88568605695452,66.34401832586414,55.32790094361306,37.60821169365861,100.0,100.0,100.0,3.279999999999974,5.191999999999934,5.5299999999999265,16.289999999999747,15.35041666666705,8.977136690489473,24.350000000001007,26.255000000001306,30.00000000000189,18.370893348008394,96.33128529787064,126.64845129288733,711.4575668014586,611.9766323576526,447.75746633222695,1139.741657231003,1158.7482247501612,1190.3865935504436,2.486025546517367,10.499176183935838,13.825685079212706,66.16870600718117,346.83378480031405,483.74627689618586,1099.7213088247004,1099.7495411253487,1099.7814454355153,2486025.546517367,10499176.183935838,13825685.079212705,66168706.00718117,346833784.800314,483746276.89618593,1099721308.8247004,1099749541.1253488,1099781445.4355152,328.0,519.2,553.0,1629.0,1535.0416666666667,897.7136690488912,2435.0,2625.5,3000.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,0,0.8366041796604251,1.103852447064489,1099781445.4355152,1.0,1.0,0.27533333333331333,1.0,0.9911373115598391,0.2916666666666667,0.5532790094361305,0.1629405597940175,0.3210351478960553,0.5502665698820293
231,1.1038753634447893,100.0,100.0,100.0,21.670000000000588,1,0,1170.8256532102823,2167,1099.7821291743467,"[1.0, 1.0, 0.2776666666666471, 1.0, 0.9869677812281328]",0.2,0.2,0,48,48,0,0,48,14,33,1,47,1,837.5900000000238,78005.33000000038,83759,7800533,48.89073320000898,3624.4810486999922,61.13095238095239,62.31653722423226,62.31653722423226,353.8011355073375,17.449791666667164,1.0,100.0,0.0,2.857142857142857,8.571428571428571,14.285714285714285,75.71428571428572,61.13095238095239,35.58423743056382,100.0,100.0,100.0,5.392772129603795,11.079510825020925,16.93427903311593,77.36202239990234,62.31653722423226,35.1242035116519,100.0,100.0,100.0,5.392772129603795,11.079510825020925,16.93427903311593,77.36202239990234,62.31653722423226,35.1242035116519,100.0,100.0,100.0,3.049999999999979,5.190999999999934,5.924999999999918,19.70000000000028,17.449791666667164,8.671083527445713,24.260000000000993,28.154000000001602,30.00000000000189,47.33039912581444,104.33137626573443,144.55777248367667,866.480849839747,695.4668948045592,419.03161039416733,1136.684031225741,1165.4864857397974,1191.2286485731602,5.352224799204669,11.011476449565375,16.871184475343448,77.15613490282229,353.8011355073375,479.33744291977985,1099.7143319215975,1099.755886610681,1099.7821291743467,5352224.799204669,11011476.449565375,16871184.47534345,77156134.90282229,353801135.5073375,479337442.9197798,1099714331.9215972,1099755886.6106808,1099782129.1743467,305.0,519.1,592.5,1970.0,1744.9791666666667,867.1083527445146,2426.0,2815.4,3000.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0,0.6364615858982998,1.1038753634447893,1099782129.1743467,1.0,1.0,0.2776666666666471,1.0,0.9869677812281328,0.2916666666666667,0.6231653722423226,0.16902327457993702,0.30172249967655246,0.6195974931065972
232,1.1038753634447893,100.0,100.0,100.0,21.670000000000588,1,0,1170.8256532102823,2167,1099.7821291743467,"[1.0, 1.0, 0.2776666666666471, 1.0, 0.9869677812281328]",0.2,0.2,0,48,48,0,0,48,13,33,2,46,2,722.9400000000203,78728.2700000004,72294,7872827,36.586258900002576,3661.242520299973,52.20238095238094,53.55666728898051,53.55666728898051,324.23191477998967,15.061250000000422,1.0,100.0,0.0,2.857142857142857,8.571428571428571,8.571428571428571,61.42857142857142,52.20238095238094,40.1897691627045,100.0,100.0,100.0,5.54459708077567,10.60657582964216,11.145258631025042,64.0050385876848,53.55666728898051,39.51472371296606,100.0,100.0,100.0,5.54459708077567,10.60657582964216,11.145258631025042,64.0050385876848,53.55666728898051,39.51472371296606,100.0,100.0,100.0,2.3599999999999937,4.654999999999945,5.424999999999929,16.899999999999842,15.061250000000422,9.338811626977868,23.72250000000091,26.557000000001356,30.00000000000189,48.36632381379604,96.7057651847601,102.52452894672751,680.1733544282615,598.3423241462248,468.18407716752,1140.6436305958778,1159.2680377557874,1183.4325683563948,5.510948714451856,10.539437237619314,11.081256967397389,63.84340841433038,324.23191477998967,473.44224571028036,1099.713240668051,1099.7622868102528,1099.7821291743467,5510948.714451856,10539437.237619312,11081256.967397388,63843408.41433038,324231914.77998966,473442245.71028036,1099713240.6680508,1099762286.8102527,1099782129.1743467,236.0,465.5,542.5,1690.0,1506.125,933.8811626977314,2372.25,2655.7000000000003,3000.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0,4.095656650992379,1.1038753634447893,1099782129.1743467,1.0,1.0,0.2776666666666471,1.0,0.9869677812281328,0.2708333333333333,0.5355666728898051,0.14817731829484007,0.3077642917492528,0.5322680114340826
233,1.1038753634447893,100.0,100.0,100.0,21.670000000000588,1,0,1170.8256532102823,2167,1099.7821291743467,"[1.0, 1.0, 0.2776666666666471, 1.0, 0.9869677812281328]",0.2,0.2,0,48,48,0,0,48,12,35,1,47,1,699.8700000000138,79428.1400000004,69987,7942814,38.11420850001741,3699.520702400012,53.75,55.029527625869044,55.029527625869044,304.8758235302691,14.580625000000287,1.0,100.0,0.0,5.714285714285714,8.571428571428571,14.285714285714285,65.71428571428571,53.75,37.34221339664461,91.42857142857143,100.0,100.0,5.870137895856585,10.988706861223493,15.33550807407924,67.74230271803613,55.029527625869044,36.912680833218474,91.65989739554269,100.0,100.0,5.870137895856585,10.988706861223493,15.33550807407924,67.74230271803613,55.029527625869044,36.912680833218474,91.65989739554269,100.0,100.0,2.9399999999999813,4.674999999999945,5.659999999999924,16.289999999999747,14.580625000000287,8.386047540968425,21.782500000000606,25.733000000001223,30.00000000000189,53.06372680515051,98.23151215538383,134.4587709493935,727.9715312756598,606.1789333294146,438.93650154493486,1048.913769947365,1149.2841436006129,1170.8256532102823,5.83068483212978,10.932659898685564,15.278500243141984,67.57387474650486,304.8758235302691,459.6711307978477,341.3679663623845,1099.7653529523504,1099.7821291743467,5830684.83212978,10932659.898685565,15278500.243141985,67573874.74650486,304875823.5302691,459671130.7978477,341367966.36238444,1099765352.9523506,1099782129.1743467,294.0,467.5,566.0,1629.0,1458.0625,838.6047540967974,2178.25,2573.3,3000.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,0,3.9822206795135475,1.1038753634447893,1099782129.1743467,1.0,1.0,0.2776666666666471,1.0,0.9869677812281328,0.25,0.5502952762586905,0.18244748207294462,0.26851663816542853,0.5480058362870296
234,1.1038753634447893,100.0,100.0,100.0,21.670000000000588,1,0,1170.8256532102823,2167,1099.7821291743467,"[1.0, 1.0, 0.2776666666666471, 1.0, 0.9869677812281328]",0.2,0.2,0,48,48,0,0,48,6,42,0,48,0,584.450000000003,80012.5900000004,58445,8001259,30.6223288999754,3730.3648003999842,44.88095238095239,46.33046116519832,46.33046116519832,171.1994513697473,12.176041666666729,1.0,100.0,0.0,2.857142857142857,5.714285714285714,13.571428571428571,25.714285714285715,44.88095238095239,34.196104789382666,77.14285714285715,100.0,100.0,4.223463875906807,5.872003827776228,14.352228300912039,28.57142857142857,46.33046116519832,34.018902178155166,78.76881190708706,100.0,100.0,4.223463875906807,5.872003827776228,14.352228300912039,28.57142857142857,46.33046116519832,34.018902178155166,78.76881190708706,100.0,100.0,1.8400000000000014,2.705999999999986,5.947499999999918,10.319999999999824,12.176041666666729,7.183857987293459,18.717500000000125,21.791000000000608,25.39000000000117,33.8117963001132,53.85673560798168,127.45333334989846,254.64640317857265,499.37878435943276,401.16216377479407,880.8065971229225,1135.6191853910684,1170.8256532102823,4.195030064110507,5.834009402656314,14.287350911744182,28.45797746505503,171.1994513697473,352.02408033022823,78.5696371536525,1099.7536872910869,1099.7821291743467,4195030.064110507,5834009.402656314,14287350.911744183,28457977.46505503,171199451.36974728,352024080.3302282,78569637.1536525,1099753687.291087,1099782129.1743467,184.0,270.6,594.75,1032.0,1217.6041666666667,718.3857987293264,1871.75,2179.1,2539.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,0,4.088736246840312,1.1038753634447893,1099782129.1743467,1.0,1.0,0.2776666666666471,1.0,0.9869677812281328,0.125,0.46330461165198317,0.1957190413408283,0.125,0.4619454117135795
235,1.104069002924126,100.0,100.0,100.0,21.090000000000497,1,0,1158.8859590813518,2109,1099.787941114041,"[1.0, 1.0, 0.2969999999999834, 1.0, 0.9900292412611919]",0.2,0.2,0,48,48,0,0,48,8,40,0,48,0,620.1000000000063,80632.69000000041,62010,8063269,38.24946819996694,3768.8544556999695,48.6904761904762,50.15592113393429,50.15592113393429,216.684519371121,12.91875000000013,1.0,100.0,0.0,2.857142857142857,10.571428571428573,14.285714285714285,48.57142857142857,48.6904761904762,35.680738212165394,77.14285714285715,100.0,100.0,5.471109662737165,11.420758928571429,16.354569026402064,51.391661402793204,50.15592113393429,35.33097589222119,79.28766114371163,100.0,100.0,5.471109662737165,11.420758928571429,16.354569026402064,51.391661402793204,50.15592113393429,35.33097589222119,79.28766114371163,100.0,100.0,2.53999999999999,4.724999999999944,5.974999999999917,12.319999999999782,12.91875000000013,7.527592196103473,19.092500000000186,21.88200000000062,29.340000000001787,48.41017443550663,105.03874909430742,141.28285007551312,517.8080843612552,547.5961466296293,420.0803327538947,890.685985552147,1150.601179560274,1170.8256532102823,5.43396086394554,11.35136897384399,16.28103369148937,51.24589359470883,216.684519371121,395.87504830541104,79.09307609558827,1099.7759062134792,1099.787941114041,5433960.86394554,11351368.97384399,16281033.691489367,51245893.59470884,216684519.37112102,395875048.3054111,79093076.09558827,1099775906.2134793,1099787941.1140409,254.0,472.5,597.5,1232.0,1291.875,752.7592196103169,1909.25,2188.2,2934.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0,0.8596272807399274,1.104069002924126,1099787941.1140409,1.0,1.0,0.2969999999999834,1.0,0.9900292412611919,0.16666666666666666,0.5015592113393429,0.20004707364983276,0.16666666666666666,0.4997484207245631
236,1.104069002924126,100.0,100.0,100.0,21.090000000000497,1,0,1158.8859590813518,2109,1099.787941114041,"[1.0, 1.0, 0.2969999999999834, 1.0, 0.9900292412611919]",0.2,0.2,0,48,48,0,0,48,9,39,0,48,0,638.680000000004,81271.37000000042,63868,8127137,36.51932849996956,3805.6290196999907,51.845238095238095,53.49066195008492,53.49066195008492,240.848891750633,13.305833333333418,1.0,100.0,0.0,0.0,8.571428571428571,14.285714285714285,57.14285714285714,51.845238095238095,34.95375751473785,77.14285714285715,100.0,100.0,2.169543675013951,10.854857036045619,16.234076363699778,60.0,53.49066195008492,34.379300604387,78.91293253217425,100.0,100.0,2.169543675013951,10.854857036045619,16.234076363699778,60.0,53.49066195008492,34.379300604387,78.91293253217425,100.0,100.0,2.669999999999987,4.671999999999945,5.137499999999935,15.114999999999721,13.305833333333418,7.1974039976618815,18.147500000000036,22.075000000000653,29.24000000000177,8.481943365783081,94.78057425767183,140.5810726750642,643.0009885393083,586.8661185994403,408.6640548850885,885.7312875557691,1154.017197164148,1174.5165241509676,2.1094351930705857,10.790798567156305,16.17898629879711,59.838206317636136,240.848891750633,413.43440338016705,78.72550613770404,1099.7729053602611,1099.787941114041,2109435.193070586,10790798.567156306,16178986.298797112,59838206.31763614,240848891.750633,413434403.380167,78725506.13770404,1099772905.3602612,1099787941.1140409,267.0,467.2,513.75,1511.5,1330.5833333333333,719.7403997661626,1814.75,2207.5000000000005,2924.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0,1.5894172282215213,1.104069002924126,1099787941.1140409,1.0,1.0,0.2969999999999834,1.0,0.9900292412611919,0.1875,0.5349066195008492,0.21707772293928143,0.1875,0.5328915561950996
237,1.1043888621860043,100.0,100.0,100.0,20.130000000000347,1,0,1164.3747458308935,2013,1099.797535625254,"[1.0, 1.0, 0.3289999999999884, 1.0, 0.9886218600433606]",0.2,0.2,0,48,48,0,0,48,15,32,1,47,1,714.6700000000121,81986.04000000043,71467,8198604,41.62824500002898,3847.4512837000075,58.75,60.12224171428681,60.12224171428681,372.46601141881644,14.888958333333585,1.0,100.0,0.0,0.0,8.571428571428571,14.285714285714285,77.14285714285715,58.75,38.024813998122816,100.0,100.0,100.0,1.888563973563058,10.980836323329381,16.385485785348074,78.40578079223633,60.12224171428681,37.37897575535098,100.0,100.0,100.0,1.888563973563058,10.980836323329381,16.385485785348074,78.40578079223633,60.12224171428681,37.37897575535098,100.0,100.0,100.0,2.859999999999983,4.806999999999942,5.392499999999929,16.914999999999843,14.888958333333585,8.085936670021836,21.42750000000055,24.35900000000101,30.00000000000189,5.315841341332998,98.0180183544755,140.96477114595473,880.2007227614522,674.0454703504984,445.4219384252897,1144.1756560597569,1161.8102554820478,1186.9098645485938,1.8284586577217172,10.915185961284466,16.32584482057693,78.2199405774078,372.46601141881644,491.0302928102888,1099.7446706245628,1099.7804096333723,1099.797535625254,1828458.6577217171,10915185.961284466,16325844.820576929,78219940.5774078,372466011.4188164,491030292.8102888,1099744670.6245627,1099780409.6333723,1099797535.6252542,286.0,480.7,539.25,1691.5,1488.8958333333333,808.5936670021428,2142.75,2435.9,3000.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0,1.463963252224001,1.1043888621860043,1099797535.6252542,1.0,1.0,0.3289999999999884,1.0,0.9886218600433606,0.3125,0.6012224171428681,0.20586057979164898,0.32976190476190476,0.5977024828259939
238,1.1043888621860043,100.0,100.0,100.0,20.130000000000347,1,0,1164.3747458308935,2013,1099.797535625254,"[1.0, 1.0, 0.3289999999999884, 1.0, 0.9886218600433606]",0.2,0.2,0,48,48,0,0,48,8,40,0,48,0,635.5000000000038,82621.54000000043,63550,8262154,38.17263190000085,3885.837528200005,52.261904761904766,53.77635387128621,53.77635387128621,220.3016965024552,13.239583333333412,1.0,100.0,0.0,2.857142857142857,5.714285714285714,13.571428571428571,65.71428571428571,52.261904761904766,35.61872135068293,77.14285714285715,100.0,100.0,5.287786211286273,5.893451690673828,14.530292919703893,67.52028578118009,53.77635387128621,35.43414379206156,79.37899998256138,100.0,100.0,5.287786211286273,5.893451690673828,14.530292919703893,67.52028578118009,53.77635387128621,35.43414379206156,79.37899998256138,100.0,100.0,2.429999999999992,3.9879999999999596,5.85749999999992,15.774999999999707,13.239583333333412,7.125604640524079,19.07500000000018,21.400000000000546,24.100000000000968,46.49750895053148,64.0979384429229,131.77572087943554,719.4760403484106,594.86883104063,419.00630557940025,897.5028094593436,1160.067604342848,1183.830545693636,5.253139713777323,5.858588374836257,14.464736143983012,67.35386630513975,220.3016965024552,394.36092319586027,79.19816274799113,1099.770180053308,1099.797535625254,5253139.713777322,5858588.374836258,14464736.143983012,67353866.30513975,220301696.50245515,394360923.1958603,79198162.74799113,1099770180.053308,1099797535.6252542,243.0,398.8,585.75,1577.5,1323.9583333333333,712.5604640523887,1907.5,2140.0,2410.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0,1.2465377846577672,1.1043888621860043,1099797535.6252542,1.0,1.0,0.3289999999999884,1.0,0.9886218600433606,0.16666666666666666,0.5377635387128622,0.2177466560566903,0.16666666666666666,0.5354663843307289
239,1.1044325618866906,100.0,100.0,100.0,20.000000000000327,1,0,1150.0864190608263,2000,1099.7988499135809,"[1.0, 1.0, 0.3333333333333225, 1.0, 0.9922855335741471]",0.2,0.2,0,48,48,0,0,48,13,35,0,48,0,710.2000000000078,83331.74000000044,71020,8333174,37.0766182000516,3923.1521708999644,60.17857142857144,61.47877623799462,61.47877623799462,332.15617722915937,14.795833333333496,1.0,100.0,0.0,2.857142857142857,7.714285714285714,20.0,77.14285714285715,60.17857142857144,34.672452993675535,100.0,100.0,100.0,3.5411344255719865,9.06117766244071,21.644795281546457,77.99263272966658,61.47877623799462,34.27062197699288,100.0,100.0,100.0,3.5411344255719865,9.06117766244071,21.644795281546457,77.99263272966658,61.47877623799462,34.27062197699288,100.0,100.0,100.0,2.299999999999995,3.9779999999999593,8.274999999999867,16.909999999999844,14.795833333333496,7.242829739742136,20.085000000000342,23.38900000000086,26.17000000000129,26.739931675714615,79.79353945851327,196.07199292443693,876.2884372249246,682.3421686241077,410.7619218035408,1134.731787700206,1165.350703433156,1181.3392203226686,3.4879076856403115,9.014387868901249,21.57090549929375,77.80404555802647,332.15617722915937,468.4849718008405,1099.7383852702674,1099.779800301501,1099.7988499135809,3487907.6856403113,9014387.868901249,21570905.499293752,77804045.55802648,332156177.22915936,468484971.8008405,1099738385.2702672,1099779800.3015008,1099798849.913581,230.0,397.8,827.5,1691.0,1479.5833333333333,724.2829739741843,2008.5,2338.9,2617.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0,1.2386649525130715,1.1044325618866906,1099798849.913581,1.0,1.0,0.3333333333333225,1.0,0.9922855335741471,0.2708333333333333,0.6147877623799461,0.2303083904796749,0.2708333333333333,0.6117861953600342
240,1.1044325618866906,100.0,100.0,100.0,20.000000000000327,1,0,1150.0864190608263,2000,1099.7988499135809,"[1.0, 1.0, 0.3333333333333225, 1.0, 0.9922855335741471]",0.2,0.2,0,48,48,0,0,48,9,39,0,48,0,592.6700000000048,83924.41000000044,59267,8392441,32.941258000035305,3956.3887986000045,48.392857142857146,49.75847871343293,49.75847871343293,237.12633721710242,12.347291666666768,1.0,100.0,0.0,5.714285714285714,8.571428571428571,11.428571428571429,40.0,48.392857142857146,36.19395150920027,77.14285714285715,100.0,100.0,5.837582179478237,10.518441336495535,11.510698454720632,42.574808275809886,49.75847871343293,35.84888706933538,79.93195942470007,100.0,100.0,5.837582179478237,10.518441336495535,11.510698454720632,42.574808275809886,49.75847871343293,35.84888706933538,79.93195942470007,100.0,100.0,3.0299999999999794,4.212999999999955,5.0424999999999365,9.879999999999834,12.347291666666768,7.362292651178786,19.020000000000174,22.06200000000065,25.680000000001215,52.286209896206856,93.25524287298322,102.35511012747884,408.0777976103127,543.5796638342241,426.44058401882535,906.3548126053065,1148.0458404757082,1182.7867326587439,5.797229893268341,10.46159903556383,11.44251698318379,42.45830019801228,237.12633721710242,415.2443693627552,79.735745772415,1099.7710890473775,1099.7988499135809,5797229.893268341,10461599.03556383,11442516.98318379,42458300.19801228,237126337.21710244,415244369.36275524,79735745.77241501,1099771089.0473776,1099798849.913581,303.0,421.3,504.25,988.0,1234.7291666666667,736.2292651178519,1902.0,2206.2000000000003,2568.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0,3.4623396110495257,1.1044325618866906,1099798849.913581,1.0,1.0,0.3333333333333225,1.0,0.9922855335741471,0.1875,0.4975847871343293,0.20595483835571035,0.1875,0.495460877659016
