#{"t_start": 1777460467.4057462, "env_id": "None"}
r,l,t,episode_metrics
48.121429,4672,1403.024801,"{'term': 0.0, 'progress': 48.57142857142857, 'time': 45.0, 'distance': 505.9760437011719, 'fitness': 48121428.57142857, 'fitness_delta_score': 48.12142857142857, 'last_fitness_delta_score': 48.12142857142857, 'last_fitness_delta_progress': 48.57142857142857, 'reward': -0.005900001525880327}"
-1000.0,250,1407.906803,"{'term': -1.0, 'progress': 0.0, 'time': 3.2799999713897705, 'distance': 17.467254638671875, 'fitness': -1000000000.0, 'fitness_delta_score': -1000.0, 'last_fitness_delta_score': -1000.0, 'last_fitness_delta_progress': 0.0, 'reward': -1000.0}"
-985.714286,1250,1422.793234,"{'term': -1.0, 'progress': 14.285714285714285, 'time': 13.270000457763672, 'distance': 133.1210479736328, 'fitness': -985714285.7142857, 'fitness_delta_score': -985.7142857142858, 'last_fitness_delta_score': -985.7142857142858, 'last_fitness_delta_progress': 14.285714285714285, 'reward': -1000.0000000000001}"
-985.714286,1214,1437.304053,"{'term': -1.0, 'progress': 14.285714285714285, 'time': 12.880000114440918, 'distance': 140.60464477539062, 'fitness': -985714285.7142857, 'fitness_delta_score': -985.7142857142858, 'last_fitness_delta_score': -985.7142857142858, 'last_fitness_delta_progress': 14.285714285714285, 'reward': -1000.0000000000001}"
-985.714286,1246,1452.219567,"{'term': -1.0, 'progress': 14.285714285714285, 'time': 13.279999732971191, 'distance': 143.5631103515625, 'fitness': -985714285.7142857, 'fitness_delta_score': -985.7142857142858, 'last_fitness_delta_score': -985.7142857142858, 'last_fitness_delta_progress': 14.285714285714285, 'reward': -1000.0000000000001}"
45.264286,4729,1498.82085,"{'term': 0.0, 'progress': 45.714285714285715, 'time': 45.0, 'distance': 495.2699279785156, 'fitness': 45264285.71428572, 'fitness_delta_score': 45.26428571428572, 'last_fitness_delta_score': 45.26428571428572, 'last_fitness_delta_progress': 45.714285714285715, 'reward': -0.019199981689446588}"
-1000.0,235,1503.433317,"{'term': -1.0, 'progress': 0.0, 'time': 3.009999990463257, 'distance': 14.870660781860352, 'fitness': -1000000000.0, 'fitness_delta_score': -1000.0, 'last_fitness_delta_score': -1000.0, 'last_fitness_delta_progress': 0.0, 'reward': -1000.0}"
-1000.0,270,1508.451775,"{'term': -1.0, 'progress': 0.0, 'time': 3.430000066757202, 'distance': 18.107511520385742, 'fitness': -1000000000.0, 'fitness_delta_score': -1000.0, 'last_fitness_delta_score': -1000.0, 'last_fitness_delta_progress': 0.0, 'reward': -1000.0}"
-985.714286,1268,1523.41072,"{'term': -1.0, 'progress': 14.285714285714285, 'time': 13.390000343322754, 'distance': 142.71595764160156, 'fitness': -985714285.7142857, 'fitness_delta_score': -985.7142857142858, 'last_fitness_delta_score': -985.7142857142858, 'last_fitness_delta_progress': 14.285714285714285, 'reward': -1000.0000000000001}"
53.835714,4701,1570.01653,"{'term': 0.0, 'progress': 54.285714285714285, 'time': 45.0, 'distance': 576.5203247070312, 'fitness': 53835714.28571428, 'fitness_delta_score': 53.83571428571428, 'last_fitness_delta_score': 53.83571428571428, 'last_fitness_delta_progress': 54.285714285714285, 'reward': -0.0036999893188465194}"
-977.308157,1625,1588.147913,"{'term': -1.0, 'progress': 22.857142857142858, 'time': 16.530000686645508, 'distance': 221.4473876953125, 'fitness': -977308157.1497236, 'fitness_delta_score': -977.3081571497237, 'last_fitness_delta_score': -977.3081571497237, 'last_fitness_delta_progress': 22.857142857142858, 'reward': -1000.0220000076295}"
-977.337357,1926,1609.167316,"{'term': -1.0, 'progress': 22.857142857142858, 'time': 19.450000762939453, 'distance': 227.82977294921875, 'fitness': -977337357.1504866, 'fitness_delta_score': -977.3373571504866, 'last_fitness_delta_score': -977.3373571504866, 'last_fitness_delta_progress': 22.857142857142858, 'reward': -1000.0265000152589}"
-980.16,1533,1626.718726,"{'term': -1.0, 'progress': 20.0, 'time': 16.0, 'distance': 190.8915557861328, 'fitness': -980160000.0, 'fitness_delta_score': -980.16, 'last_fitness_delta_score': -980.16, 'last_fitness_delta_progress': 20.0, 'reward': -1000.0280000019073}"
-977.324857,1829,1646.519621,"{'term': -1.0, 'progress': 22.857142857142858, 'time': 18.200000762939453, 'distance': 243.50259399414062, 'fitness': -977324857.1504866, 'fitness_delta_score': -977.3248571504865, 'last_fitness_delta_score': -977.3248571504865, 'last_fitness_delta_progress': 22.857142857142858, 'reward': -1000.0539000034332}"
-977.317457,1712,1665.573596,"{'term': -1.0, 'progress': 22.857142857142858, 'time': 17.459999084472656, 'distance': 220.97613525390625, 'fitness': -977317457.1337019, 'fitness_delta_score': -977.317457133702, 'last_fitness_delta_score': -977.317457133702, 'last_fitness_delta_progress': 22.857142857142858, 'reward': -1000.0260999870301}"
-1000.0,256,1670.369914,"{'term': -1.0, 'progress': 0.0, 'time': 3.25, 'distance': 14.334941864013672, 'fitness': -1000000000.0, 'fitness_delta_score': -1000.0, 'last_fitness_delta_score': -1000.0, 'last_fitness_delta_progress': 0.0, 'reward': -1000.0}"
