generation,best_fitness,best_progress,best_dense_progress,best_ranking_progress,best_time,best_finished,best_crashes,best_distance,best_steps,best_reward,best_ranking_key,current_mutation_prob,current_mutation_sigma,cached_evaluations,evaluated_count,rollout_count,mirror_rollout_count,mirror_individual_count,population_size,finish_count,crash_count,timeout_count,terminated_count,truncated_count,virtual_time_sum,cumulative_virtual_time,virtual_steps_sum,cumulative_virtual_steps,generation_wall_seconds,cumulative_wall_seconds,mean_progress,mean_dense_progress,mean_ranking_progress,mean_reward,mean_time,mean_physics_tick_count,mean_physics_hz,mean_physics_delay_norm,progress_min,progress_p10,progress_p25,progress_median,progress_mean,progress_std,progress_p75,progress_p90,progress_max,dense_progress_min,dense_progress_p10,dense_progress_p25,dense_progress_median,dense_progress_mean,dense_progress_std,dense_progress_p75,dense_progress_p90,dense_progress_max,ranking_progress_min,ranking_progress_p10,ranking_progress_p25,ranking_progress_median,ranking_progress_mean,ranking_progress_std,ranking_progress_p75,ranking_progress_p90,ranking_progress_max,time_min,time_p10,time_p25,time_median,time_mean,time_std,time_p75,time_p90,time_max,distance_min,distance_p10,distance_p25,distance_median,distance_mean,distance_std,distance_p75,distance_p90,distance_max,reward_min,reward_p10,reward_p25,reward_median,reward_mean,reward_std,reward_p75,reward_p90,reward_max,fitness_min,fitness_p10,fitness_p25,fitness_median,fitness_mean,fitness_std,fitness_p75,fitness_p90,fitness_max,steps_min,steps_p10,steps_p25,steps_median,steps_mean,steps_std,steps_p75,steps_p90,steps_max,physics_tick_min,physics_tick_p10,physics_tick_p25,physics_tick_median,physics_tick_mean,physics_tick_std,physics_tick_p75,physics_tick_p90,physics_tick_max,physics_hz_min,physics_hz_p10,physics_hz_p25,physics_hz_median,physics_hz_mean,physics_hz_std,physics_hz_p75,physics_hz_p90,physics_hz_max,physics_delay_norm_min,physics_delay_norm_p10,physics_delay_norm_p25,physics_delay_norm_median,physics_delay_norm_mean,physics_delay_norm_std,physics_delay_norm_p75,physics_delay_norm_p90,physics_delay_norm_max,front0_size,best_rank,best_crowding,best_priority_score,best_scalar_fitness,best_obj_finished,best_obj_progress,best_obj_neg_time,mean_obj_finished,mean_obj_progress,mean_obj_neg_time
11,0.00852092320033483,8.571428571428571,9.490923200334823,9.490923200334823,2.909999999999982,0,1,80.10802876204252,291,9.45174309230606,"[0.0, 0.09490923200334823, -0.09699999999999939]",0.2,0.2,0,48,48,0,0,48,0,48,0,48,0,143.869999999999,2193.1200000000076,14387,219312,5.093196900037583,88.3923194000381,5.2976190476190474,6.929208551134383,6.929208551134383,6.889174217639627,2.997291666666646,1.0,100.0,0.0,0.0,2.857142857142857,5.0,5.714285714285714,5.2976190476190474,2.1813669287867494,5.714285714285714,8.571428571428571,8.571428571428571,1.8834195818219865,4.436042240687779,5.708983285086495,7.416609355381557,6.929208551134383,1.917179910023789,8.343793324061803,8.774723597935267,9.490923200334823,1.8834195818219865,4.436042240687779,5.708983285086495,7.416609355381557,6.929208551134383,1.917179910023789,8.343793324061803,8.774723597935267,9.490923200334823,1.5600000000000012,1.9290000000000016,2.487499999999991,2.7449999999999855,2.997291666666646,1.2147543297297447,2.8449999999999833,5.009999999999938,6.819999999999899,5.134829166374402,35.77970853671432,49.624447256326675,71.06170368567109,61.41682808837292,19.934234696180066,75.77631338266656,77.03458146601915,80.10802876204252,1.8233144406070765,4.408486460979242,5.677358660639239,7.379388293677872,6.889174217639627,1.9170947882917397,8.301888292504458,8.7270065633538,9.45174309230606,1823314.4406070765,4408486.460979242,5677358.6606392395,7379388.293677872,6889174.217639626,1917094.7882917398,8301888.292504457,8727006.563353801,9451743.09230606,156.0,192.9,248.75,274.5,299.7291666666667,121.47543297297698,284.5,501.0,682.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,0,inf,0.00852092320033483,9451743.09230606,0.0,0.09490923200334823,-0.09699999999999939,0.0,0.06929208551134382,-0.09990972222222154
12,0.00852092320033483,8.571428571428571,9.490923200334823,9.490923200334823,2.909999999999982,0,1,80.10802876204252,291,9.45174309230606,"[0.0, 0.09490923200334823, -0.09699999999999939]",0.2,0.2,0,48,48,0,0,48,0,48,0,48,0,140.8499999999991,2333.9700000000066,14085,233397,4.390158499998506,92.87877880001906,5.952380952380952,7.675478458404541,7.675478458404541,7.636065626917277,2.9343749999999815,1.0,100.0,0.0,0.0,2.857142857142857,5.714285714285714,5.714285714285714,5.952380952380952,1.9195851781663216,6.428571428571429,8.571428571428571,8.571428571428571,1.882901872907366,5.412035260881696,7.47072560446603,8.021022251674108,7.675478458404541,1.5070294665616821,8.483676229204452,9.125488826206752,9.490923200334823,1.882901872907366,5.412035260881696,7.47072560446603,8.021022251674108,7.675478458404541,1.5070294665616821,8.483676229204452,9.125488826206752,9.490923200334823,2.020000000000001,2.5899999999999888,2.7349999999999857,2.7899999999999845,2.9343749999999815,0.7406244725736362,2.8474999999999833,2.944999999999981,5.709999999999923,5.135056298524432,46.25858594179154,71.42159051448107,74.49780752882361,69.08148726438064,15.14641130621993,76.25724934227765,78.4705630607903,80.10802876204252,1.8227967378510683,5.381139002295755,7.433554182875515,7.983097753939322,7.636065626917277,1.5088630818824988,8.445349897898442,9.08668035564369,9.45174309230606,1822796.7378510684,5381139.002295755,7433554.182875515,7983097.753939321,7636065.6269172765,1508863.081882499,8445349.897898443,9086680.355643691,9451743.09230606,202.0,259.0,273.5,279.0,293.4375,74.06244725736519,284.75,294.5,571.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,0,inf,0.00852092320033483,9451743.09230606,0.0,0.09490923200334823,-0.09699999999999939,0.0,0.0767547845840454,-0.09781249999999937
13,0.008569194546654118,8.571428571428571,9.542527879987444,9.542527879987444,2.9199999999999817,0,1,80.55293951183558,292,9.503247327047934,"[0.0, 0.09542527879987445, -0.09733333333333273]",0.2,0.2,0,48,48,0,0,48,0,48,0,48,0,141.3599999999991,2475.330000000006,14136,247533,5.058489099959843,98.07843799999682,6.071428571428572,7.529539607820058,7.529539607820058,7.490022815044348,2.944999999999981,1.0,100.0,0.0,0.0,2.857142857142857,5.714285714285714,5.714285714285714,6.071428571428572,2.0722494268487153,8.571428571428571,8.571428571428571,8.571428571428571,2.808701651436942,4.491995130266462,7.229311125619071,7.924865995134626,7.529539607820058,1.823239068409946,8.990880421229772,9.236835207257952,9.542527879987444,2.808701651436942,4.491995130266462,7.229311125619071,7.924865995134626,7.529539607820058,1.823239068409946,8.990880421229772,9.236835207257952,9.542527879987444,1.5900000000000012,2.340999999999994,2.7399999999999856,2.7899999999999845,2.944999999999981,0.7919227655943732,2.8799999999999826,3.303999999999978,5.8599999999999195,15.6609802916646,36.38646963909269,69.12745311483741,73.98495317623019,66.79277570896117,17.933141339569616,77.82389123365283,78.91208896413445,80.55293951183558,2.7485859904566503,4.462838743796823,7.191866998165956,7.887092010599741,7.490022815044348,1.8265376081348614,8.952102487303272,9.197926295636435,9.503247327047934,2748585.9904566505,4462838.743796823,7191866.998165956,7887092.01059974,7490022.815044348,1826537.6081348616,8952102.487303272,9197926.295636434,9503247.327047933,159.0,234.1,274.0,279.0,294.5,79.19227655943897,288.0,330.40000000000043,586.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,0,inf,0.008569194546654118,9503247.327047933,0.0,0.09542527879987445,-0.09733333333333273,0.0,0.07529539607820057,-0.09816666666666603
14,0.007853015311104935,8.571428571428571,9.613015311104911,9.613015311104911,5.279999999999932,0,1,81.01897484064102,528,9.550134292130071,"[0.0, 0.09613015311104911, -0.17599999999999774]",0.2,0.2,0,48,48,0,0,48,0,48,0,48,0,144.939999999999,2620.270000000005,14494,262027,5.255987200012896,103.47636100003729,5.476190476190477,7.089468751634871,7.089468751634871,7.04921016297811,3.0195833333333124,1.0,100.0,0.0,0.0,2.857142857142857,2.857142857142857,5.714285714285714,5.476190476190477,2.3206653201926106,6.428571428571429,8.571428571428571,8.571428571428571,0.8462469918387276,4.357766287667411,5.559870856148856,7.795474188668387,7.089468751634871,2.1038955918352507,8.516152245657786,9.364545549665179,9.613015311104911,0.8462469918387276,4.357766287667411,5.559870856148856,7.795474188668387,7.089468751634871,2.1038955918352507,8.516152245657786,9.364545549665179,9.613015311104911,1.8000000000000014,2.011000000000001,2.679999999999987,2.7999999999999843,3.0195833333333124,1.0432320737602812,2.8824999999999825,5.009999999999938,6.729999999999901,5.13507863364066,35.070633470639585,47.92169136879966,73.1256548166275,62.755323428381566,20.412321508336497,76.25776777043939,79.3540348917246,81.01897484064102,0.7861377494809005,4.32169121703394,5.505847934457488,7.75790106301357,7.04921016297811,2.1080036336829444,8.477850987974389,9.325536195630288,9.550134292130071,786137.7494809006,4321691.21703394,5505847.934457488,7757901.06301357,7049210.162978109,2108003.6336829443,8477850.987974387,9325536.195630288,9550134.292130072,180.0,201.1,268.0,280.0,301.9583333333333,104.3232073760303,288.25,501.0,673.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,0,inf,0.007853015311104935,9550134.292130072,0.0,0.09613015311104911,-0.17599999999999774,0.0,0.0708946875163487,-0.10065277777777708
15,0.007853015311104935,8.571428571428571,9.613015311104911,9.613015311104911,5.279999999999932,0,1,81.01897484064102,528,9.550134292130071,"[0.0, 0.09613015311104911, -0.17599999999999774]",0.2,0.2,0,48,48,0,0,48,0,48,0,48,0,166.74999999999858,2787.0200000000036,16675,278702,5.905720699985977,109.49548169999616,6.5476190476190474,7.92896514847165,7.92896514847165,7.884155075469482,3.4739583333333037,1.0,100.0,0.0,2.857142857142857,4.857142857142858,5.714285714285714,5.714285714285714,6.5476190476190474,1.8404315278262267,8.571428571428571,8.571428571428571,8.571428571428571,3.063512529645647,6.661899021693639,7.500450270516533,8.234480449131556,7.92896514847165,1.5502160714145592,8.86190618787493,9.362008775983538,9.613015311104911,3.063512529645647,6.661899021693639,7.500450270516533,8.234480449131556,7.92896514847165,1.5502160714145592,8.86190618787493,9.362008775983538,9.613015311104911,2.07,2.670999999999987,2.767499999999985,2.8399999999999834,3.4739583333333037,1.3015883559189583,3.1174999999999775,5.881999999999919,6.459999999999907,18.435738320171367,59.29278547018767,71.68037311546504,75.36678589414805,70.48966883512078,14.985326181379868,77.13137266598642,79.66376820430159,81.01897484064102,2.9958939968611955,6.627709728908169,7.4625526044256425,8.178105082345663,7.884155075469482,1.5529037391538179,8.801676044094062,9.314090298510969,9.550134292130071,2995893.9968611957,6627709.728908169,7462552.604425643,8178105.082345664,7884155.075469483,1552903.7391538178,8801676.044094061,9314090.298510969,9550134.292130072,207.0,267.1,276.75,284.0,347.3958333333333,130.1588355918986,311.75,588.2,646.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,0,inf,0.007853015311104935,9550134.292130072,0.0,0.09613015311104911,-0.17599999999999774,0.0,0.0792896514847165,-0.11579861111111012
16,0.007853015311104935,8.571428571428571,9.613015311104911,9.613015311104911,5.279999999999932,0,1,81.01897484064102,528,9.550134292130071,"[0.0, 0.09613015311104911, -0.17599999999999774]",0.2,0.2,0,48,48,0,0,48,0,48,0,48,0,143.44999999999908,2930.4700000000025,14345,293047,4.484860500029754,114.09169660002226,6.1309523809523805,7.526493753705707,7.526493753705707,7.486541355992313,2.9885416666666473,1.0,100.0,0.0,0.0,2.857142857142857,5.714285714285714,5.714285714285714,6.1309523809523805,2.332087860019016,8.571428571428571,8.571428571428571,8.571428571428571,0.9526007516043526,4.842122759137835,7.350988388061523,8.0452755519322,7.526493753705707,1.9833805283581303,8.806416647774833,9.379358019147602,9.613015311104911,0.9526007516043526,4.842122759137835,7.350988388061523,8.0452755519322,7.526493753705707,1.9833805283581303,8.806416647774833,9.379358019147602,9.613015311104911,1.9600000000000015,2.3689999999999936,2.7299999999999858,2.804999999999984,2.9885416666666473,0.8854636016971688,2.8724999999999827,3.595999999999976,6.1399999999999135,5.135156930788071,40.12873272970319,70.05685136467218,74.51318512484431,66.98104672647135,18.312472812836507,77.13072755560279,79.66414740607142,81.01897484064102,0.8924801177030395,4.812412630405106,7.3141433312101585,8.007350920451726,7.486541355992313,1.98539360297203,8.7678642982793,9.340278355000196,9.550134292130071,892480.1177030394,4812412.630405106,7314143.331210159,8007350.920451726,7486541.355992313,1985393.60297203,8767864.298279298,9340278.355000196,9550134.292130072,196.0,236.9,273.0,280.5,298.8541666666667,88.54636016971877,287.25,359.6000000000009,614.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,0,inf,0.007853015311104935,9550134.292130072,0.0,0.09613015311104911,-0.17599999999999774,0.0,0.07526493753705706,-0.0996180555555549
17,0.007853015311104935,8.571428571428571,9.613015311104911,9.613015311104911,5.279999999999932,0,1,81.01897484064102,528,9.550134292130071,"[0.0, 0.09613015311104911, -0.17599999999999774]",0.2,0.2,0,48,48,0,0,48,0,48,0,48,0,157.24999999999875,3087.720000000001,15725,308772,5.3607422999921255,119.54302470001858,5.833333333333333,7.353844188508532,7.353844188508532,7.311018416518157,3.2760416666666408,1.0,100.0,0.0,0.0,2.857142857142857,5.714285714285714,5.714285714285714,5.833333333333333,2.099427629589095,8.571428571428571,8.571428571428571,8.571428571428571,1.8827438354492188,4.399008069719587,7.142857142857142,7.940647942679268,7.353844188508532,1.8949021832050932,8.658815792628696,9.151243482317243,9.613015311104911,1.8827438354492188,4.399008069719587,7.142857142857142,7.940647942679268,7.353844188508532,1.8949021832050932,8.658815792628696,9.151243482317243,9.613015311104911,1.6500000000000012,2.610999999999988,2.769999999999985,2.8299999999999836,3.2760416666666408,1.1614982055936056,2.9299999999999815,5.139999999999936,7.309999999999889,5.135374550511187,35.53447641097009,66.58925572782755,74.31273620203137,65.35532370997134,19.062200368497134,76.69384063221514,79.22104821354151,81.01897484064102,1.8226387000746689,4.363652535243176,7.105838980837394,7.902823742702486,7.311018416518157,1.898682075049398,8.620414098788064,9.112264261269031,9.550134292130071,1822638.700074669,4363652.535243176,7105838.9808373945,7902823.742702486,7311018.416518156,1898682.075049398,8620414.098788064,9112264.261269031,9550134.292130072,165.0,261.1,277.0,283.0,327.6041666666667,116.149820559363,293.0,514.0000000000001,731.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,0,inf,0.007853015311104935,9550134.292130072,0.0,0.09613015311104911,-0.17599999999999774,0.0,0.07353844188508533,-0.10920138888888802
18,0.007853015311104935,8.571428571428571,9.613015311104911,9.613015311104911,5.279999999999932,0,1,81.01897484064102,528,9.550134292130071,"[0.0, 0.09613015311104911, -0.17599999999999774]",0.2,0.2,0,48,48,0,0,48,0,48,0,48,0,127.21999999999937,3214.9400000000005,12722,321494,4.7057827999815345,124.36170529999072,6.071428571428572,7.5161809013003404,7.5161809013003404,7.479610216421354,2.6504166666666538,1.0,100.0,0.0,2.857142857142857,2.857142857142857,2.857142857142857,5.714285714285714,6.071428571428572,2.3053472298853674,8.571428571428571,8.571428571428571,8.571428571428571,4.076036725725447,4.89683096749442,5.549256461007254,8.00717898777553,7.5161809013003404,1.7144534167851435,8.783940587724958,9.362498964582171,9.613015311104911,4.076036725725447,4.89683096749442,5.549256461007254,8.00717898777553,7.5161809013003404,1.7144534167851435,8.783940587724958,9.362498964582171,9.613015311104911,1.6300000000000012,1.9030000000000016,2.5149999999999904,2.7899999999999845,2.6504166666666538,0.5662778997296378,2.849999999999983,2.9199999999999817,5.279999999999932,31.988697566092014,40.71655819639564,47.802524499595165,74.41567398235202,66.5182123190413,15.952122958426145,77.04171526804566,79.66409249827265,81.01897484064102,4.049704737027882,4.867760250596268,5.518133658482754,7.969304571951326,7.479610216421354,1.7099007222869713,8.744738546567751,9.323419300489672,9.550134292130071,4049704.737027881,4867760.250596268,5518133.658482755,7969304.571951326,7479610.216421355,1709900.7222869713,8744738.546567751,9323419.300489673,9550134.292130072,163.0,190.3,251.5,279.0,265.0416666666667,56.627789972964884,285.0,292.0,528.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,0,inf,0.007853015311104935,9550134.292130072,0.0,0.09613015311104911,-0.17599999999999774,0.0,0.07516180901300339,-0.08834722222222179
19,0.007853015311104935,8.571428571428571,9.613015311104911,9.613015311104911,5.279999999999932,0,1,81.01897484064102,528,9.550134292130071,"[0.0, 0.09613015311104911, -0.17599999999999774]",0.2,0.2,0,48,48,0,0,48,0,48,0,48,0,145.55999999999898,3360.4999999999995,14556,336050,5.3278144000214525,129.79856600001222,5.535714285714286,7.091299806322371,7.091299806322371,7.050911792864536,3.032499999999979,1.0,100.0,0.0,0.0,2.857142857142857,2.857142857142857,5.714285714285714,5.535714285714286,2.289152919408263,6.428571428571429,8.571428571428571,8.571428571428571,1.8827056884765623,4.4459397452218195,5.524981362479074,7.642547062465123,7.091299806322371,1.9261132488197399,8.37683813912528,9.23925372532436,9.613015311104911,1.8827056884765623,4.4459397452218195,5.524981362479074,7.642547062465123,7.091299806322371,1.9261132488197399,8.37683813912528,9.23925372532436,9.613015311104911,1.6100000000000012,1.9680000000000015,2.6599999999999873,2.804999999999984,3.032499999999979,1.0226792833858636,2.912499999999982,4.904999999999941,6.449999999999907,5.135141997365281,35.88829474672675,47.66895227506757,72.48582782968879,63.013457834702116,19.299739737529176,75.93146125972271,79.04457899183035,81.01897484064102,1.8226005533345655,4.403523856927072,5.482683693526798,7.6051245766372935,7.050911792864536,1.9279048627374267,8.33861220766402,9.200314680745368,9.550134292130071,1822600.5533345656,4403523.856927073,5482683.693526799,7605124.576637293,7050911.792864535,1927904.8627374268,8338612.20766402,9200314.680745367,9550134.292130072,161.0,196.8,266.0,280.5,303.25,102.26792833858846,291.25,490.50000000000006,645.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29,0,inf,0.007853015311104935,9550134.292130072,0.0,0.09613015311104911,-0.17599999999999774,0.0,0.0709129980632237,-0.10108333333333264
20,0.007853015311104935,8.571428571428571,9.613015311104911,9.613015311104911,5.279999999999932,0,1,81.01897484064102,528,9.550134292130071,"[0.0, 0.09613015311104911, -0.17599999999999774]",0.2,0.2,0,48,48,0,0,48,0,48,0,48,0,152.97999999999882,3513.479999999998,15298,351348,5.604126000020187,135.52955690003,5.892857142857142,7.348633663994927,7.348633663994927,7.3066977077281905,3.187083333333309,1.0,100.0,0.0,0.0,2.857142857142857,5.714285714285714,5.714285714285714,5.892857142857142,2.213613569260363,8.571428571428571,8.571428571428571,8.571428571428571,1.883354187011719,4.2155303955078125,7.125844955444336,7.965777260916574,7.348633663994927,1.9751667462350972,8.639281136648997,9.421094076974052,9.613015311104911,1.883354187011719,4.2155303955078125,7.125844955444336,7.965777260916574,7.348633663994927,1.9751667462350972,8.639281136648997,9.421094076974052,9.613015311104911,1.6400000000000012,2.483999999999991,2.714999999999986,2.8249999999999837,3.187083333333309,1.0332149629782652,2.9224999999999817,4.848999999999942,6.369999999999909,5.135321162131731,33.56289417315274,64.16045476309955,74.19956108555198,65.12293340085564,19.788115178926336,77.07181521318853,79.79744951575995,81.01897484064102,1.8232490516010564,4.167726832613639,7.08952724776349,7.927953061228355,7.3066977077281905,1.9788343688850407,8.600779064833782,9.381984279524538,9.550134292130071,1823249.0516010565,4167726.8326136395,7089527.24776349,7927953.061228355,7306697.707728191,1978834.3688850405,8600779.064833783,9381984.279524537,9550134.292130072,164.0,248.4,271.5,282.5,318.7083333333333,103.32149629782866,292.25,484.9000000000001,637.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,0,inf,0.007853015311104935,9550134.292130072,0.0,0.09613015311104911,-0.17599999999999774,0.0,0.07348633663994926,-0.10623611111111031
21,0.007853015311104935,8.571428571428571,9.613015311104911,9.613015311104911,5.279999999999932,0,1,81.01897484064102,528,9.550134292130071,"[0.0, 0.09613015311104911, -0.17599999999999774]",0.2,0.2,0,48,48,0,0,48,0,48,0,48,0,141.6299999999991,3655.1099999999974,14163,365511,4.347987700020894,139.9980024000397,5.535714285714286,7.017952828180223,7.017952828180223,6.978385616937332,2.950624999999981,1.0,100.0,0.0,0.0,2.857142857142857,2.857142857142857,5.714285714285714,5.535714285714286,2.634559044801277,8.571428571428571,8.571428571428571,8.571428571428571,1.883223397391183,4.285297938755581,5.1666300637381415,7.832393646240234,7.017952828180223,2.222371273191055,8.85439259665353,9.35612406049456,9.613015311104911,1.883223397391183,4.285297938755581,5.1666300637381415,7.832393646240234,7.017952828180223,2.222371273191055,8.85439259665353,9.35612406049456,9.613015311104911,1.8700000000000014,1.9510000000000016,2.5649999999999893,2.7899999999999845,2.950624999999981,0.9992380560748731,2.8924999999999823,5.009999999999938,5.83999999999992,5.1349667092217715,33.41934513093438,43.582316014915705,73.65569058805704,60.96124289020963,22.33363642699914,77.37667995132506,79.35374192595482,81.01897484064102,1.8231182623276652,4.24486451941045,5.136711481422127,7.794669990549647,6.978385616937332,2.224992594268327,8.81581516502337,9.316514858793514,9.550134292130071,1823118.2623276652,4244864.51941045,5136711.481422126,7794669.990549646,6978385.616937332,2224992.5942683266,8815815.165023368,9316514.858793516,9550134.292130072,187.0,195.1,256.5,279.0,295.0625,99.92380560748941,289.25,501.0,584.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,0,inf,0.007853015311104935,9550134.292130072,0.0,0.09613015311104911,-0.17599999999999774,0.0,0.07017952828180223,-0.09835416666666603
22,0.007853015311104935,8.571428571428571,9.613015311104911,9.613015311104911,5.279999999999932,0,1,81.01897484064102,528,9.550134292130071,"[0.0, 0.09613015311104911, -0.17599999999999774]",0.2,0.2,0,48,48,0,0,48,0,48,0,48,0,139.09999999999914,3794.2099999999964,13910,379421,5.1086528999730945,145.22173160000239,5.476190476190477,7.067011027109056,7.067011027109056,7.027969740914635,2.897916666666649,1.0,100.0,0.0,0.0,2.857142857142857,2.857142857142857,5.714285714285714,5.476190476190477,2.392827528838307,8.571428571428571,8.571428571428571,8.571428571428571,1.8838555472237724,4.93462644304548,5.398657662527902,7.652195521763392,7.067011027109056,2.0104163689586225,8.666047368730819,9.227582931518555,9.613015311104911,1.8838555472237724,4.93462644304548,5.398657662527902,7.652195521763392,7.067011027109056,2.0104163689586225,8.666047368730819,9.227582931518555,9.613015311104911,1.5200000000000011,1.9540000000000015,2.479999999999991,2.814999999999984,2.897916666666649,0.9298654883308946,2.912499999999982,3.9839999999999636,6.339999999999909,5.141015035420423,41.18697677627206,46.11715439520776,72.5430206656456,62.119527753226066,19.870624866607816,76.99405133537948,78.91138667240739,81.01897484064102,1.8237504062087377,4.905335256068704,5.368011545373507,7.610122978742727,7.027969740914635,2.0110493438924024,8.625870312990646,9.188674020131883,9.550134292130071,1823750.4062087378,4905335.256068704,5368011.545373507,7610122.978742728,7027969.740914635,2011049.3438924025,8625870.312990645,9188674.020131882,9550134.292130072,152.0,195.4,248.0,281.5,289.7916666666667,92.98654883309139,291.25,398.40000000000043,634.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,0,inf,0.007853015311104935,9550134.292130072,0.0,0.09613015311104911,-0.17599999999999774,0.0,0.07067011027109056,-0.09659722222222163
23,0.007853015311104935,8.571428571428571,9.613015311104911,9.613015311104911,5.279999999999932,0,1,81.01897484064102,528,9.550134292130071,"[0.0, 0.09613015311104911, -0.17599999999999774]",0.2,0.2,0,48,48,0,0,48,0,48,0,48,0,154.60999999999882,3948.819999999995,15461,394882,5.50237450003624,150.8371266000322,5.9523809523809526,7.326268525350662,7.326268525350662,7.283993224515458,3.221041666666642,1.0,100.0,0.0,2.857142857142857,2.857142857142857,5.714285714285714,5.714285714285714,5.9523809523809526,2.0892772350933626,8.571428571428571,8.571428571428571,8.571428571428571,2.892205374581473,3.7158192225864957,7.010130201067243,7.981531960623605,7.326268525350662,2.0900935389069946,8.934076172964913,9.494742257254465,9.613015311104911,2.892205374581473,3.7158192225864957,7.010130201067243,7.981531960623605,7.326268525350662,2.0900935389069946,8.934076172964913,9.494742257254465,9.613015311104911,1.6700000000000013,2.2679999999999954,2.727499999999986,2.8299999999999836,3.221041666666642,1.3180544999849146,2.9224999999999817,5.4089999999999305,8.469999999999864,18.434829062374774,30.147095663946676,64.53906360641122,74.32847997546196,64.88416853651263,19.60281147118503,77.8816895056516,80.22320492267609,81.27961644530296,2.8192573178540816,3.6314416844630104,6.974190662003637,7.942857631992219,7.283993224515458,2.0955866382279753,8.89539829127541,9.45532203404954,9.550134292130071,2819257.3178540817,3631441.68446301,6974190.662003636,7942857.631992219,7283993.224515458,2095586.638227975,8895398.291275408,9455322.034049543,9550134.292130072,167.0,226.8,272.75,283.0,322.1041666666667,131.8054499984942,292.25,540.9000000000002,847.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,0,inf,0.007853015311104935,9550134.292130072,0.0,0.09613015311104911,-0.17599999999999774,0.0,0.07326268525350661,-0.10736805555555472
