generation,best_fitness,best_progress,best_dense_progress,best_ranking_progress,best_time,best_finished,best_crashes,best_distance,best_steps,best_reward,best_ranking_key,current_mutation_prob,current_mutation_sigma,cached_evaluations,evaluated_count,rollout_count,mirror_rollout_count,mirror_individual_count,population_size,finish_count,crash_count,timeout_count,terminated_count,truncated_count,virtual_time_sum,cumulative_virtual_time,virtual_steps_sum,cumulative_virtual_steps,generation_wall_seconds,cumulative_wall_seconds,mean_progress,mean_dense_progress,mean_ranking_progress,mean_reward,mean_time,mean_physics_tick_count,mean_physics_hz,mean_physics_delay_norm,progress_min,progress_p10,progress_p25,progress_median,progress_mean,progress_std,progress_p75,progress_p90,progress_max,dense_progress_min,dense_progress_p10,dense_progress_p25,dense_progress_median,dense_progress_mean,dense_progress_std,dense_progress_p75,dense_progress_p90,dense_progress_max,ranking_progress_min,ranking_progress_p10,ranking_progress_p25,ranking_progress_median,ranking_progress_mean,ranking_progress_std,ranking_progress_p75,ranking_progress_p90,ranking_progress_max,time_min,time_p10,time_p25,time_median,time_mean,time_std,time_p75,time_p90,time_max,distance_min,distance_p10,distance_p25,distance_median,distance_mean,distance_std,distance_p75,distance_p90,distance_max,reward_min,reward_p10,reward_p25,reward_median,reward_mean,reward_std,reward_p75,reward_p90,reward_max,fitness_min,fitness_p10,fitness_p25,fitness_median,fitness_mean,fitness_std,fitness_p75,fitness_p90,fitness_max,steps_min,steps_p10,steps_p25,steps_median,steps_mean,steps_std,steps_p75,steps_p90,steps_max,physics_tick_min,physics_tick_p10,physics_tick_p25,physics_tick_median,physics_tick_mean,physics_tick_std,physics_tick_p75,physics_tick_p90,physics_tick_max,physics_hz_min,physics_hz_p10,physics_hz_p25,physics_hz_median,physics_hz_mean,physics_hz_std,physics_hz_p75,physics_hz_p90,physics_hz_max,physics_delay_norm_min,physics_delay_norm_p10,physics_delay_norm_p25,physics_delay_norm_median,physics_delay_norm_mean,physics_delay_norm_std,physics_delay_norm_p75,physics_delay_norm_p90,physics_delay_norm_max,front0_size,best_rank,best_crowding,best_priority_score,best_scalar_fitness,best_obj_finished,best_obj_progress,best_obj_neg_time,mean_obj_finished,mean_obj_progress,mean_obj_neg_time
166,0.012857024361746683,14.285714285714285,15.037024361746651,15.037024361746651,6.539999999999905,0,1,128.17030230909586,654,14.961496191444343,"[0.0, 0.1503702436174665, -0.21799999999999684]",0.2,0.2,0,48,48,0,0,48,0,48,0,48,0,135.2599999999992,23048.679999999873,13526,2304868,4.936771300039254,841.704039400036,6.5476190476190474,8.245057719094413,8.245057719094413,8.206807112235822,2.8179166666666497,1.0,100.0,0.0,2.857142857142857,2.857142857142857,2.857142857142857,7.142857142857142,6.5476190476190474,3.5455410980560544,8.571428571428571,9.428571428571441,14.285714285714285,3.0531256539481024,4.888677324567523,5.277793066842215,8.837716238839286,8.245057719094413,3.2081373106526345,10.129622050694056,11.993052346365802,15.037024361746651,3.0531256539481024,4.888677324567523,5.277793066842215,8.837716238839286,8.245057719094413,3.2081373106526345,10.129622050694056,11.993052346365802,15.037024361746651,1.6200000000000012,1.9270000000000016,2.0400000000000005,2.9699999999999807,2.8179166666666497,0.9385670779023659,3.1224999999999774,3.7869999999999635,6.539999999999905,18.614925056011998,40.87690560892224,45.41049952059984,79.36957610398531,71.44019192455774,28.33434918980129,87.82402673922479,105.96488050296912,128.17030230909586,2.9854070390230474,4.859556447661913,5.247347656342694,8.798086869263182,8.206807112235822,3.201752312321476,10.088084839522281,11.9477263814853,14.961496191444343,2985407.0390230473,4859556.447661913,5247347.656342695,8798086.869263183,8206807.112235822,3201752.312321476,10088084.839522284,11947726.3814853,14961496.191444343,162.0,192.7,204.0,297.0,281.7916666666667,93.85670779023853,312.25,378.70000000000005,654.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,0,inf,0.012857024361746683,14961496.191444343,0.0,0.1503702436174665,-0.21799999999999684,0.0,0.08245057719094413,-0.09393055555555502
167,0.012857024361746683,14.285714285714285,15.037024361746651,15.037024361746651,6.539999999999905,0,1,128.17030230909586,654,14.961496191444343,"[0.0, 0.1503702436174665, -0.21799999999999684]",0.2,0.2,0,48,48,0,0,48,0,48,0,48,0,135.5099999999992,23184.18999999987,13551,2318419,5.027058799983934,846.8527503000223,6.964285714285714,8.46695655868167,8.46695655868167,8.428650427405776,2.8231249999999832,1.0,100.0,0.0,2.857142857142857,2.857142857142857,5.0,8.571428571428571,6.964285714285714,3.1893876963378127,8.571428571428571,8.571428571428571,14.285714285714285,3.5389491489955356,5.275899614606585,5.795811244419642,8.84023257664272,8.46695655868167,2.773651668098982,9.871813910348074,10.598688943045481,15.037024361746651,3.5389491489955356,5.275899614606585,5.795811244419642,8.84023257664272,8.46695655868167,2.773651668098982,9.871813910348074,10.598688943045481,15.037024361746651,1.440000000000001,2.047,2.2274999999999965,2.944999999999981,2.8231249999999832,0.7675614965861972,3.054999999999979,3.2249999999999757,6.539999999999905,26.451305754482746,45.65693975165486,51.77322622016072,81.66970166936517,74.88127589396511,23.800119759758783,85.62765107676387,91.15744636282325,128.17030230909586,3.514522697689781,5.245383957666833,5.763434562135521,8.800751549392658,8.428650427405776,2.7668150133096447,9.830625062715319,10.557077785599118,14.961496191444343,3514522.697689781,5245383.957666834,5763434.562135521,8800751.549392655,8428650.427405776,2766815.0133096445,9830625.06271532,10557077.785599118,14961496.191444343,144.0,204.7,222.75,294.5,282.3125,76.75614965862128,305.5,322.50000000000006,654.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,0,inf,0.012857024361746683,14961496.191444343,0.0,0.1503702436174665,-0.21799999999999684,0.0,0.08466956558681671,-0.0941041666666661
168,0.012857024361746683,14.285714285714285,15.037024361746651,15.037024361746651,6.539999999999905,0,1,128.17030230909586,654,14.961496191444343,"[0.0, 0.1503702436174665, -0.21799999999999684]",0.2,0.2,0,48,48,0,0,48,0,48,0,48,0,138.77999999999915,23322.96999999987,13878,2332297,5.220056499994826,852.1892660000012,7.142857142857143,8.54486136209397,8.54486136209397,8.505873416251875,2.891249999999982,1.0,100.0,0.0,2.857142857142857,2.857142857142857,2.857142857142857,8.571428571428571,7.142857142857143,3.4006802040680237,8.571428571428571,10.28571428571431,14.285714285714285,4.165246146065849,5.0106658935546875,5.654961722237724,8.814259937831334,8.54486136209397,2.8942151198611414,9.711779185703822,12.139666966029589,15.037024361746651,4.165246146065849,5.0106658935546875,5.654961722237724,8.814259937831334,8.54486136209397,2.8942151198611414,9.711779185703822,12.139666966029589,15.037024361746651,1.6600000000000013,1.9600000000000015,2.2149999999999967,2.944999999999981,2.891249999999982,0.8370673633784228,3.0799999999999783,3.852999999999962,6.539999999999905,32.903276674449444,42.097058014571665,49.708709543570876,81.44561756402254,75.4458420961164,25.293010767592015,85.31369741261005,104.73820652961743,128.17030230909586,4.138613242789175,4.960163796496674,5.62331201352818,8.77452756043931,8.505873416251875,2.887862574052954,9.671921054802104,12.094392333419357,14.961496191444343,4138613.2427891744,4960163.7964966735,5623312.01352818,8774527.560439311,8505873.416251875,2887862.574052954,9671921.054802103,12094392.333419358,14961496.191444343,166.0,196.0,221.5,294.5,289.125,83.706736337844,308.0,385.3,654.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26,0,inf,0.012857024361746683,14961496.191444343,0.0,0.1503702436174665,-0.21799999999999684,0.0,0.08544861362093971,-0.09637499999999939
169,0.012857024361746683,14.285714285714285,15.037024361746651,15.037024361746651,6.539999999999905,0,1,128.17030230909586,654,14.961496191444343,"[0.0, 0.1503702436174665, -0.21799999999999684]",0.2,0.2,0,48,48,0,0,48,0,48,0,48,0,140.75999999999908,23463.72999999987,14076,2346373,4.396844899980351,856.6939838000108,7.3809523809523805,8.823881149291992,8.823881149291992,8.784477831748761,2.932499999999981,1.0,100.0,0.0,2.857142857142857,2.857142857142857,5.714285714285714,8.571428571428571,7.3809523809523805,3.442102927333562,8.571428571428571,14.285714285714285,14.285714285714285,4.568574087960379,5.0781740461077005,6.385955810546875,8.8409846169608,8.823881149291992,3.055417556888208,10.086021423339844,14.72990689958845,15.037024361746651,4.568574087960379,5.0781740461077005,6.385955810546875,8.8409846169608,8.823881149291992,3.055417556888208,10.086021423339844,14.72990689958845,15.037024361746651,1.8400000000000014,2.0809999999999995,2.4199999999999924,2.9349999999999814,2.932499999999981,0.7759147826920008,3.139999999999977,3.8559999999999617,6.539999999999905,37.59584179893136,43.18388681933284,57.428094893693924,80.33042155206203,78.31754323025234,26.145969877568337,88.31032514944673,126.0900589503348,128.81577694416046,4.52153649211858,5.048000862220881,6.352424039280134,8.801854729909778,8.784477831748761,3.048976122748685,10.045083383928791,14.680859070881787,14.961496191444343,4521536.49211858,5048000.8622208815,6352424.039280133,8801854.729909778,8784477.831748763,3048976.122748685,10045083.38392879,14680859.070881788,14961496.191444343,184.0,208.1,242.0,293.5,293.25,77.5914782692017,314.0,385.6,654.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,0,inf,0.012857024361746683,14961496.191444343,0.0,0.1503702436174665,-0.21799999999999684,0.0,0.08823881149291991,-0.09774999999999938
170,0.012857024361746683,14.285714285714285,15.037024361746651,15.037024361746651,6.539999999999905,0,1,128.17030230909586,654,14.961496191444343,"[0.0, 0.1503702436174665, -0.21799999999999684]",0.2,0.2,0,48,48,0,0,48,0,48,0,48,0,142.51999999999907,23606.24999999987,14252,2360625,5.020498699974269,861.8124233999988,7.5,8.746648118609473,8.746648118609473,8.706878861253015,2.969166666666647,1.0,100.0,0.0,2.857142857142857,2.857142857142857,5.0,8.571428571428571,7.5,3.671224748835541,8.571428571428571,14.285714285714285,14.285714285714285,3.988691057477679,4.854702540806361,5.713302067347935,8.94993782043457,8.746648118609473,3.244950444294173,9.735187121800013,14.555384499686106,15.037024361746651,3.988691057477679,4.854702540806361,5.713302067347935,8.94993782043457,8.746648118609473,3.244950444294173,9.735187121800013,14.555384499686106,15.037024361746651,1.6000000000000012,1.9350000000000016,2.2774999999999954,2.954999999999981,2.969166666666647,0.8589839766969999,3.1699999999999764,3.8799999999999613,6.539999999999905,31.084620647132397,40.60610218271613,50.44515841640532,81.18661159276962,77.59068979105602,28.64634418537646,85.97091017477214,127.36826748251916,131.51283258199692,3.9626599728570313,4.825661934820727,5.681451622189519,8.910355914179974,8.706878861253015,3.2381661153997836,9.694527023302888,14.506054757386268,14.961496191444343,3962659.9728570315,4825661.9348207265,5681451.622189518,8910355.914179973,8706878.861253016,3238166.115399784,9694527.023302887,14506054.757386267,14961496.191444343,160.0,193.5,227.75,295.5,296.9166666666667,85.89839766970175,317.0,388.0,654.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,0,inf,0.012857024361746683,14961496.191444343,0.0,0.1503702436174665,-0.21799999999999684,0.0,0.08746648118609475,-0.09897222222222157
171,0.012857024361746683,14.285714285714285,15.037024361746651,15.037024361746651,6.539999999999905,0,1,128.17030230909586,654,14.961496191444343,"[0.0, 0.1503702436174665, -0.21799999999999684]",0.2,0.2,0,48,48,0,0,48,0,48,0,48,0,134.10999999999922,23740.35999999987,13411,2374036,4.8903698999783956,866.8154351999983,6.25,7.920284668604533,7.920284668604533,7.882274307648743,2.793958333333317,1.0,100.0,0.0,2.857142857142857,2.857142857142857,2.857142857142857,5.714285714285714,6.25,3.38344559312436,8.571428571428571,9.428571428571441,14.285714285714285,4.194368634905134,4.862809317452567,5.248395374843053,7.996105466570173,7.920284668604533,2.93500195851246,8.995776176452637,12.105323791503917,15.037024361746651,4.194368634905134,4.862809317452567,5.248395374843053,7.996105466570173,7.920284668604533,2.93500195851246,8.995776176452637,12.105323791503917,15.037024361746651,1.6800000000000013,1.9040000000000015,2.0475000000000003,2.8299999999999836,2.793958333333317,0.8868031056913686,3.0324999999999793,3.8219999999999628,6.539999999999905,33.19846882671118,40.740926457941534,44.88090582191944,76.14831722900271,70.77762245642953,26.071975501453572,82.34293593466282,105.94019612893473,128.17030230909586,4.167535436436307,4.833728576526109,5.218075493937231,7.956677954524828,7.882274307648743,2.9283466095300246,8.954944768031533,12.060687851307787,14.961496191444343,4167535.4364363067,4833728.576526109,5218075.493937232,7956677.954524827,7882274.3076487435,2928346.6095300247,8954944.768031534,12060687.851307787,14961496.191444343,168.0,190.4,204.75,283.0,279.3958333333333,88.68031056913867,303.25,382.20000000000005,654.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,0,inf,0.012857024361746683,14961496.191444343,0.0,0.1503702436174665,-0.21799999999999684,0.0,0.07920284668604533,-0.0931319444444439
172,0.012857024361746683,14.285714285714285,15.037024361746651,15.037024361746651,6.539999999999905,0,1,128.17030230909586,654,14.961496191444343,"[0.0, 0.1503702436174665, -0.21799999999999684]",0.2,0.2,0,48,48,0,0,48,0,48,0,48,0,131.5599999999993,23871.919999999867,13156,2387192,4.668869499990251,871.63453879999,6.30952380952381,7.907075143995738,7.907075143995738,7.869595582420505,2.7408333333333186,1.0,100.0,0.0,2.857142857142857,2.857142857142857,2.857142857142857,5.714285714285714,6.30952380952381,3.2969958152681498,8.571428571428571,10.28571428571431,14.285714285714285,4.545811244419643,5.022908891950335,5.669651031494141,7.548738207135882,7.907075143995738,2.8468599781940336,9.09665584564209,11.920422417776942,15.037024361746651,4.545811244419643,5.022908891950335,5.669651031494141,7.548738207135882,7.907075143995738,2.8468599781940336,9.09665584564209,11.920422417776942,15.037024361746651,1.7900000000000014,1.9540000000000015,2.157499999999998,2.764999999999985,2.7408333333333186,0.7735977457452919,2.944999999999981,3.443999999999973,6.539999999999905,36.991117276251316,42.297227528691295,49.61820594407618,73.12629431113601,71.22824190075819,24.58828117703695,81.66994426771998,102.1046088226141,128.17030230909586,4.5178742533023675,4.993326594722807,5.6380264132881965,7.5108135728998064,7.869595582420505,2.839987799178809,9.057023727193188,11.87588031316812,14.961496191444343,4517874.253302367,4993326.5947228065,5638026.413288197,7510813.572899807,7869595.582420506,2839987.799178809,9057023.727193188,11875880.31316812,14961496.191444343,179.0,195.4,215.75,276.5,274.0833333333333,77.3597745745308,294.5,344.40000000000026,654.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31,0,inf,0.012857024361746683,14961496.191444343,0.0,0.1503702436174665,-0.21799999999999684,0.0,0.0790707514399574,-0.09136111111111063
173,0.012857024361746683,14.285714285714285,15.037024361746651,15.037024361746651,6.539999999999905,0,1,128.17030230909586,654,14.961496191444343,"[0.0, 0.1503702436174665, -0.21799999999999684]",0.2,0.2,0,48,48,0,0,48,0,48,0,48,0,140.5699999999991,24012.489999999867,14057,2401249,4.626927900011651,876.3729299000115,6.785714285714285,8.33776349113101,8.33776349113101,8.298403981529441,2.928541666666648,1.0,100.0,0.0,0.0,2.857142857142857,5.714285714285714,5.714285714285714,6.785714285714285,3.227486121839514,8.571428571428571,8.571428571428571,14.285714285714285,2.267183576311384,5.123992374965123,6.4168807438441675,8.258931296212333,8.33776349113101,2.779986917661985,9.803317614964076,10.57843099321638,15.037024361746651,2.267183576311384,5.123992374965123,6.4168807438441675,8.258931296212333,8.33776349113101,2.779986917661985,9.803317614964076,10.57843099321638,15.037024361746651,1.7400000000000013,1.9940000000000013,2.4524999999999917,2.9249999999999816,2.928541666666648,0.8400322156107225,3.0699999999999785,3.8559999999999617,6.539999999999905,12.394214690342778,43.32396425977349,56.82292728498578,78.77939977124333,74.09293490106272,24.286732381038767,84.5770467352122,91.01599426865579,128.17030230909586,2.2070711820966946,5.094149051038644,6.3831489209168835,8.220253397902704,8.298403981529441,2.774591314991953,9.758734353725831,10.536690884008188,14.961496191444343,2207071.1820966946,5094149.051038644,6383148.920916883,8220253.397902705,8298403.9815294435,2774591.314991953,9758734.353725832,10536690.884008186,14961496.191444343,174.0,199.4,245.25,292.5,292.8541666666667,84.00322156107401,307.0,385.6,654.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26,0,inf,0.012857024361746683,14961496.191444343,0.0,0.1503702436174665,-0.21799999999999684,0.0,0.08337763491131012,-0.09761805555555492
174,0.012857024361746683,14.285714285714285,15.037024361746651,15.037024361746651,6.539999999999905,0,1,128.17030230909586,654,14.961496191444343,"[0.0, 0.1503702436174665, -0.21799999999999684]",0.2,0.2,0,48,48,0,0,48,0,48,0,48,0,148.90999999999894,24161.399999999867,14891,2416140,5.1890143000055104,881.6702799000195,7.1428571428571415,8.588316270283292,8.588316270283292,8.547217302554637,3.1022916666666447,1.0,100.0,0.0,2.857142857142857,2.857142857142857,2.857142857142857,8.571428571428571,7.1428571428571415,3.450327796711771,8.571428571428571,12.285714285714297,14.285714285714285,3.088531494140625,5.277184622628348,5.599160875592913,8.882360458374023,8.588316270283292,2.946525317140176,9.73576205117362,14.062976292201453,15.037024361746651,3.088531494140625,5.277184622628348,5.599160875592913,8.882360458374023,8.588316270283292,2.946525317140176,9.73576205117362,14.062976292201453,15.037024361746651,1.8900000000000015,2.0400000000000005,2.4224999999999923,2.954999999999981,3.1022916666666447,1.1576291137192858,3.102499999999978,3.8729999999999616,8.21999999999987,18.680866002971015,45.2997556604445,48.52724284492433,80.66408021375537,76.05106198550841,25.70025251766351,85.16428885608912,123.06528563275934,128.17030230909586,3.021412813274623,5.2435493228726875,5.567837348350069,8.842779174749866,8.547217302554637,2.9406248895685687,9.69535151156381,14.01493322691582,14.961496191444343,3021412.813274623,5243549.322872688,5567837.348350069,8842779.174749866,8547217.302554637,2940624.8895685687,9695351.511563811,14014933.22691582,14961496.191444343,189.0,204.0,242.25,295.5,310.2291666666667,115.76291137193101,310.25,387.3,822.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,0,inf,0.012857024361746683,14961496.191444343,0.0,0.1503702436174665,-0.21799999999999684,0.0,0.08588316270283292,-0.10340972222222149
175,0.012857024361746683,14.285714285714285,15.037024361746651,15.037024361746651,6.539999999999905,0,1,128.17030230909586,654,14.961496191444343,"[0.0, 0.1503702436174665, -0.21799999999999684]",0.2,0.2,0,48,48,0,0,48,0,48,0,48,0,147.51999999999893,24308.919999999867,14752,2430892,5.182054199976847,886.9744316000142,7.44047619047619,8.827833164305915,8.827833164305915,8.78702223699965,3.073333333333311,1.0,100.0,0.0,2.857142857142857,2.857142857142857,5.714285714285714,8.571428571428571,7.44047619047619,3.2856927190458527,8.571428571428571,12.285714285714297,14.285714285714285,3.1047875540597096,5.066183907645089,6.762469155447824,9.158262525285993,8.827833164305915,3.005861100594988,10.205251829964775,14.360380990164622,15.037024361746651,3.1047875540597096,5.066183907645089,6.762469155447824,9.158262525285993,8.827833164305915,3.005861100594988,10.205251829964775,14.360380990164622,15.037024361746651,1.7000000000000013,2.015000000000001,2.5424999999999898,2.949999999999981,3.073333333333311,1.0654837190476016,3.1549999999999767,3.8799999999999613,7.679999999999881,22.489498521841597,42.60936865210533,60.779703341424465,80.98374554887414,77.59397293013535,26.112798686603156,87.47631683759391,126.0900589503348,128.17030230909586,3.056465064561188,5.036551298276437,6.727583375744483,9.118831301936712,8.78702223699965,2.999761193161035,10.154680325128577,14.311543886939798,14.981708617107284,3056465.064561188,5036551.298276437,6727583.3757444825,9118831.301936712,8787022.236999651,2999761.193161035,10154680.325128578,14311543.8869398,14981708.617107283,170.0,201.5,254.25,295.0,307.3333333333333,106.54837190476238,315.5,388.0,768.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29,0,inf,0.012857024361746683,14961496.191444343,0.0,0.1503702436174665,-0.21799999999999684,0.0,0.08827833164305915,-0.10244444444444371
176,0.012857024361746683,14.285714285714285,15.037024361746651,15.037024361746651,6.539999999999905,0,1,128.17030230909586,654,14.961496191444343,"[0.0, 0.1503702436174665, -0.21799999999999684]",0.2,0.2,0,48,48,0,0,48,0,48,0,48,0,135.0699999999992,24443.989999999867,13507,2444399,4.732462799991481,891.8402819000185,6.607142857142857,8.109236501512074,8.109236501512074,8.071025583857685,2.8139583333333165,1.0,100.0,0.0,2.857142857142857,2.857142857142857,2.857142857142857,5.714285714285714,6.607142857142857,3.458020844828051,8.571428571428571,9.428571428571441,14.285714285714285,4.096761431012834,4.932811737060547,5.375779015677315,8.245014463152204,8.109236501512074,2.992511475764661,9.718614305768694,11.310871941702718,15.037024361746651,4.096761431012834,4.932811737060547,5.375779015677315,8.245014463152204,8.109236501512074,2.992511475764661,9.718614305768694,11.310871941702718,15.037024361746651,1.6400000000000012,1.9180000000000015,2.07,2.9199999999999817,2.8139583333333165,0.9374227514470295,3.0699999999999785,3.8729999999999616,6.539999999999905,32.292544201016426,41.21349448263645,46.47134744003415,77.91806886717677,71.33432105532847,26.422417158895563,84.56150836125016,100.03101936429753,128.17030230909586,4.070329138468633,4.903590523566065,5.344957277549694,8.191537244005925,8.071025583857685,2.9848820988999476,9.678581098902855,11.267913911468275,14.981708617107284,4070329.138468633,4903590.523566064,5344957.277549694,8191537.244005925,8071025.583857685,2984882.098899948,9678581.098902855,11267913.911468273,14981708.617107283,164.0,191.8,207.0,292.0,281.3958333333333,93.74227514470488,307.0,387.3,654.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29,0,inf,0.012857024361746683,14961496.191444343,0.0,0.1503702436174665,-0.21799999999999684,0.0,0.08109236501512072,-0.09379861111111056
177,0.012857024361746683,14.285714285714285,15.037024361746651,15.037024361746651,6.539999999999905,0,1,128.17030230909586,654,14.961496191444343,"[0.0, 0.1503702436174665, -0.21799999999999684]",0.2,0.2,0,48,48,0,0,48,0,48,0,48,0,148.23999999999893,24592.229999999865,14824,2459223,5.159810999990441,897.131452600006,6.19047619047619,7.899749506087531,7.899749506087531,7.858795766291325,3.088333333333311,1.0,100.0,0.0,0.0,2.857142857142857,2.857142857142857,5.714285714285714,6.19047619047619,3.5634832254989917,8.571428571428571,9.428571428571441,14.285714285714285,2.158530099051339,5.016788482666016,5.419483184814453,8.026956830705915,7.899749506087531,3.05381693728959,9.297635895865303,11.679891586303727,15.037024361746651,2.158530099051339,5.016788482666016,5.419483184814453,8.026956830705915,7.899749506087531,3.05381693728959,9.297635895865303,11.679891586303727,15.037024361746651,1.7200000000000013,2.011000000000001,2.109999999999999,2.8949999999999823,3.088333333333311,1.2480974409965582,3.092499999999978,4.413999999999953,6.849999999999898,30.119622797734337,42.06783567890525,46.68976497091353,77.01716870442033,70.40646287233358,26.453373925440623,82.26714592240751,102.23338177800194,128.75864389538765,2.1071940415166632,4.987175933128234,5.3885614950494825,7.988228935341008,7.858795766291325,3.0473919226776114,9.25582842211865,11.629398887647994,14.981708617107284,2107194.041516663,4987175.933128234,5388561.495049482,7988228.935341008,7858795.766291325,3047391.9226776115,9255828.42211865,11629398.887647994,14981708.617107283,172.0,201.1,211.0,289.5,308.8333333333333,124.80974409965843,309.25,441.4000000000002,685.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,0,inf,0.012857024361746683,14961496.191444343,0.0,0.1503702436174665,-0.21799999999999684,0.0,0.07899749506087529,-0.10294444444444369
178,0.012857024361746683,14.285714285714285,15.037024361746651,15.037024361746651,6.539999999999905,0,1,128.17030230909586,654,14.961496191444343,"[0.0, 0.1503702436174665, -0.21799999999999684]",0.2,0.2,0,48,48,0,0,48,0,48,0,48,0,133.21999999999923,24725.449999999862,13322,2472545,4.6398967000423,901.9146865000366,6.309523809523809,7.993563640685309,7.993563640685309,7.955738787870892,2.7754166666666507,1.0,100.0,0.0,2.857142857142857,2.857142857142857,2.857142857142857,5.714285714285714,6.309523809523809,3.448273418561962,8.571428571428571,9.428571428571441,14.285714285714285,4.199861798967634,4.9488677978515625,5.406905582972936,7.384886060442243,7.993563640685309,3.0194359532030832,9.391777856009346,11.974995749337344,15.037024361746651,4.199861798967634,4.9488677978515625,5.406905582972936,7.384886060442243,7.993563640685309,3.0194359532030832,9.391777856009346,11.974995749337344,15.037024361746651,1.6800000000000013,1.9370000000000016,2.07,2.7449999999999855,2.7754166666666507,0.9092990852238084,3.0349999999999793,3.8729999999999616,6.539999999999905,33.51889868825674,41.763080111145975,46.46946744993329,72.2762011103332,70.6861477488031,26.473942429586156,83.89256893470883,106.32359835505497,128.17030230909586,4.173028280067939,4.919456034771452,5.376159113505485,7.3474133541072835,7.955738787870892,3.0113290811518785,9.352045287962955,11.916386802489328,14.981708617107284,4173028.2800679393,4919456.034771452,5376159.1135054855,7347413.354107283,7955738.787870894,3011329.0811518785,9352045.287962954,11916386.802489327,14981708.617107283,168.0,193.7,207.0,274.5,277.5416666666667,90.92990852238272,303.5,387.3,654.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34,0,inf,0.012857024361746683,14961496.191444343,0.0,0.1503702436174665,-0.21799999999999684,0.0,0.07993563640685308,-0.09251388888888838
