#{"t_start": 1777979332.50897, "env_id": "None"}
r,l,t,episode_metrics
1.392917,1195,78.964607,"{'finished': 0.0, 'crashes': 1.0, 'timeout': 0.0, 'progress': 6.376250130789621, 'block_progress': 5.714285714285714, 'time': 11.94999999999979, 'distance': 56.50328320264816, 'reward': -1.000483209519159, 'reward_score': 1.3929167974563574, 'fitness': 6246693.62750642}"
1.333256,1223,80.733872,"{'finished': 0.0, 'crashes': 1.0, 'timeout': 0.0, 'progress': 6.409923008510045, 'block_progress': 5.714285714285714, 'time': 12.229999999999784, 'distance': 56.70074582658708, 'reward': -0.9995404343377965, 'reward_score': 1.3332563418434509, 'fitness': 6277566.30776422}"
0.173983,689,81.909445,"{'finished': 0.0, 'crashes': 1.0, 'timeout': 0.0, 'progress': 3.4706497192382812, 'block_progress': 2.857142857142857, 'time': 6.8899999999998975, 'distance': 22.884298617835157, 'reward': -1.0031589471726186, 'reward_score': 0.17398305257164903, 'fitness': 3391726.834939664}"
1.357784,1419,83.967159,"{'finished': 0.0, 'crashes': 1.0, 'timeout': 0.0, 'progress': 7.0877838134765625, 'block_progress': 5.714285714285714, 'time': 14.189999999999742, 'distance': 63.646159183233976, 'reward': -0.999447791689918, 'reward_score': 1.3577838134766491, 'fitness': 6935820.167317382}"
0.654006,1057,85.576172,"{'finished': 0.0, 'crashes': 1.0, 'timeout': 0.0, 'progress': 5.177339826311385, 'block_progress': 2.857142857142857, 'time': 10.569999999999819, 'distance': 42.25692716856429, 'reward': -1.0016657656715022, 'reward_score': 0.6540064929781115, 'fitness': 5061597.569384217}"
1.893225,1116,87.366629,"{'finished': 0.0, 'crashes': 1.0, 'timeout': 0.0, 'progress': 6.613224574497768, 'block_progress': 5.714285714285714, 'time': 11.159999999999807, 'distance': 58.76512600015849, 'reward': -1.000957321893602, 'reward_score': 1.8932245744978324, 'fitness': 6491565.80937177}"
-0.289111,834,88.666918,"{'finished': 0.0, 'crashes': 1.0, 'timeout': 0.0, 'progress': 3.4908894130161827, 'block_progress': 2.857142857142857, 'time': 8.339999999999867, 'distance': 23.30751009092637, 'reward': -1.0033769298735118, 'reward_score': -0.2891105869837727, 'fitness': 3397466.1055060932}"
0.619539,1263,90.504716,"{'finished': 0.0, 'crashes': 1.0, 'timeout': 0.0, 'progress': 5.82953861781529, 'block_progress': 5.714285714285714, 'time': 12.629999999999775, 'distance': 49.852825194757315, 'reward': -1.0030336071196047, 'reward_score': 0.6195386178153655, 'fitness': 5693188.764990097}"
0.643487,914,91.988264,"{'finished': 0.0, 'crashes': 1.0, 'timeout': 0.0, 'progress': 4.690153939383371, 'block_progress': 2.857142857142857, 'time': 9.13999999999985, 'distance': 36.665136298383004, 'reward': -1.0026575869605647, 'reward_score': 0.6434872727167544, 'fitness': 4588717.2742470745}"
0.362687,938,93.495043,"{'finished': 0.0, 'crashes': 1.0, 'timeout': 0.0, 'progress': 4.489353724888393, 'block_progress': 2.857142857142857, 'time': 9.379999999999844, 'distance': 34.47638660722441, 'reward': -1.0033769298735113, 'reward_score': 0.36268705822177827, 'fitness': 4385519.248501788}"
-0.199686,1631,95.637252,"{'finished': 0.0, 'crashes': 1.0, 'timeout': 0.0, 'progress': 6.2369809831891745, 'block_progress': 5.714285714285714, 'time': 16.30999999999975, 'distance': 54.66993385249225, 'reward': -1.0028973679315483, 'reward_score': -0.19968568347740856, 'fitness': 6063826.313255325}"
0.317505,769,96.667552,"{'finished': 0.0, 'crashes': 1.0, 'timeout': 0.0, 'progress': 3.880838666643415, 'block_progress': 2.857142857142857, 'time': 7.6899999999998805, 'distance': 27.53815138246864, 'reward': -1.0029627627418156, 'reward_score': 0.31750533331012143, 'fitness': 3793911.128492034}"
0.348443,718,97.765241,"{'finished': 0.0, 'crashes': 1.0, 'timeout': 0.0, 'progress': 3.7417766026088173, 'block_progress': 2.857142857142857, 'time': 7.179999999999891, 'distance': 26.056662182309083, 'reward': -1.0029682123093373, 'reward_score': 0.34844326927552016, 'fitness': 3659950.545946636}"
